,ID,Name,Team,Age,Overall Rating,Best Overall,Position,Market value,Wage,Attacking stats,Movement stats,Power stats,Defence stats,Goal-Keeper stats,Skill sets,Total potential
2034,153048,M. Eikrem,Molde FK,19,73,73,CM,€0,€0,292,374,355,167,49,352,77
2035,137179,D. Portanova,Bologna,31,73,73,CB,€0,€0,221,333,342,222,42,207,78
2036,151515,K. Stadsgaard,Málaga CF,24,73,73,CB,€0,€0,240,367,339,224,49,221,78
2037,20699,K. Bakırcıoğlu,Racing Santander,29,73,74,CAM,€0,€0,356,342,343,79,41,370,76
2038,110811,Mario,Getafe CF,28,73,73,CB,€0,€0,237,347,322,219,58,274,79
2039,176603,J. Viáfara,Vitória,32,73,73,GK,€0,€0,101,259,261,46,366,162,76
2040,49116,A. Boka,VfB Stuttgart,27,73,74,LM,€0,€0,266,380,352,221,58,359,78
2041,192988,Felipe Menezes,SL Benfica,22,73,73,CAM,€0,€0,331,358,355,102,53,363,79
2042,194781,Renan Ribeiro,Atlético Mineiro,20,73,73,GK,€0,€0,63,270,206,37,355,100,81
2043,51934,F. Sinama-Pongolle,Real Zaragoza,25,73,73,ST,€0,€0,335,393,330,63,42,330,83
2044,137185,S. Aronica,Napoli,32,73,73,CB,€0,€0,264,347,337,227,37,227,75
2045,139234,F. Vargas,UD Almería,30,73,73,CAM,€0,€0,330,358,366,181,49,362,83
2046,180706,C. Cathcart,Blackpool,21,73,73,CB,€0,€0,235,343,300,218,43,238,75
2047,138468,D. Rozehnal,LOSC Lille,29,73,73,CB,€0,€0,253,328,332,222,54,238,77
2048,184037,M. Kelly,Liverpool,20,73,74,RB,€0,€0,287,349,309,229,36,291,81
2049,185061,J. Morales,Real Salt Lake,30,73,73,RM,€0,€0,330,363,338,96,55,370,75
2050,141286,K. Vadócz,CA Osasuna,25,73,73,CAM,€0,€0,330,341,390,206,37,337,77
2051,15846,V. Runje,Racing Club de Lens,34,73,73,GK,€0,€0,68,313,246,35,361,87,79
2052,158438,G. Fernandes,Chievo Verona,23,73,73,CM,€0,€0,312,365,353,209,51,330,82
2053,165862,Danilinho,Tigres U.A.N.L.,23,73,75,RM,€0,€0,350,367,331,96,54,353,75
2054,173033,M. Fofana,Toulouse Football Club,25,73,73,CB,€0,€0,253,322,312,235,63,192,77
2055,183273,Renato Cajá,Botafogo,25,73,73,CAM,€0,€0,342,339,340,132,47,365,78
2056,53993,S. Caldwell,Wigan Athletic,29,73,73,CB,€0,€0,231,319,338,216,53,224,76
2057,198890,Michel,Ceará Sporting Club,29,73,73,CDM,€0,€0,306,342,389,206,39,345,75
2058,198635,Wellington Silva,Levante UD,17,73,73,LW,€0,€0,300,378,275,53,50,364,85
2059,177643,M. Diakité,Lazio,23,73,73,CB,€0,€0,224,339,341,221,47,208,80
2060,179692,C. Davies,DC United,24,73,73,ST,€0,€0,329,404,345,75,48,299,84
2061,172013,De la Bella,Real Sociedad,24,73,73,LWB,€0,€0,279,381,330,212,47,318,77
2062,47853,S. Papac,Rangers FC,30,73,75,CB,€0,€0,245,363,329,229,50,329,77
2063,152046,M. Junker,Roda JC Kerkrade,29,73,73,ST,€0,€0,357,375,356,82,58,304,75
2064,52974,Aranda,CA Osasuna,29,73,73,ST,€0,€0,345,356,380,70,51,310,75
2065,155631,Marcel,Vasco da Gama,28,73,73,ST,€0,€0,334,358,384,126,45,305,75
2066,156655,E. Braafheid,TSG 1899 Hoffenheim,27,73,74,LWB,€0,€0,285,376,325,226,54,304,77
2067,144368,S. Yildirim,Bursaspor,20,73,73,RW,€0,€0,346,378,331,39,60,282,84
2068,142321,G. Fotakis,PAOK,28,73,74,CAM,€0,€0,359,348,373,217,38,374,79
2069,157682,José Mari,Xerez Club Deportivo,31,73,73,ST,€0,€0,367,362,341,73,47,348,80
2070,172018,J. Maidana,River Plate,25,73,73,CB,€0,€0,248,338,297,225,58,226,77
2071,172019,P. Mouche,Boca Juniors,22,73,73,ST,€0,€0,332,367,345,35,61,351,77
2072,47092,J. Didulica,AZ Alkmaar,32,73,73,GK,€0,€0,77,321,214,46,358,127,76
2073,117492,D. Ducourtioux,Valenciennes FC,32,73,73,RB,€0,€0,308,330,374,228,39,292,74
2074,184820,Felipe Lopes,CD Nacional,22,73,73,CB,€0,€0,300,360,312,218,50,271,76
2075,167413,J. Polák,VfL Wolfsburg,29,73,73,CDM,€0,€0,325,368,393,209,59,331,77
2076,178165,N. Drinčić,Spartak Moscow,25,73,73,RW,€0,€0,357,367,357,209,53,330,77
2077,193525,Mario Fernandes,Grêmio,19,73,73,CB,€0,€0,282,363,337,219,59,271,85
2078,152822,Danilo,Corinthians,31,73,73,CAM,€0,€0,359,322,353,162,46,364,78
2079,168950,S. Allagui,1. FSV Mainz 05,24,73,73,ST,€0,€0,351,370,338,39,53,320,77
2080,178679,M. Bayal Sall,AS Saint-Étienne,24,73,73,CB,€0,€0,290,377,353,220,59,318,80
2081,184823,Djalma,Clube Sport Marítimo,23,73,74,RW,€0,€0,326,390,346,104,46,350,78
2082,49657,P. Diop,AEK Athens,32,73,76,CB,€0,€0,352,328,415,220,63,320,77
2083,172283,Carlos Martinez,Real Sociedad,24,73,73,CB,€0,€0,280,352,342,223,44,310,76
2084,198140,R. Funes Mori,River Plate,19,73,73,ST,€0,€0,309,367,363,66,49,278,78
2085,164092,Lauro,Internacional,29,73,73,GK,€0,€0,94,316,224,41,363,79,77
2086,135423,Cicinho,Villarreal CF,30,73,74,RW,€0,€0,301,394,364,214,44,348,80
2087,105471,F. Modesto,Olympiacos CFP,31,73,73,CB,€0,€0,224,349,318,226,55,221,75
2088,49663,S. Monsoreau,AS Saint-Étienne,29,73,73,CB,€0,€0,273,348,320,222,46,266,78
2089,138753,M. Valverde,Toulouse Football Club,27,72,72,GK,€0,€0,66,236,217,36,365,60,75
2090,126209,M. Çakır,Trabzonspor,26,72,72,CF,€0,€0,318,376,354,73,54,338,77
2091,54018,P. Niemeyer,Hertha BSC,26,72,72,CDM,€0,€0,299,346,352,222,48,301,75
2092,188930,Laure,Deportivo de La Coruña,25,72,72,RB,€0,€0,294,376,328,219,44,290,76
2093,8963,Manuel Pablo,Deportivo de La Coruña,34,72,72,RB,€0,€0,275,341,298,229,56,302,85
2094,163587,K. Schmeichel,Leeds United,23,72,72,GK,€0,€0,77,306,243,38,369,90,80
2095,180228,David Braz,Flamengo,23,72,72,CB,€0,€0,252,360,338,216,52,279,76
2096,200453,A. Román,River Plate,23,72,72,CB,€0,€0,254,333,286,222,56,247,75
2097,168965,R. Riou,AJ Auxerre,22,72,72,GK,€0,€0,71,298,222,36,361,82,85
2098,180229,Pierre,Palmeiras,28,72,74,CB,€0,€0,214,400,320,239,50,277,76
2099,2823,L. Boa Morte,West Ham United,32,72,72,LW,€0,€0,335,361,338,100,58,345,79
2100,156167,L. Best,Newcastle United,23,72,72,ST,€0,€0,334,362,361,83,53,293,77
2101,166919,M. Wilson,Stoke City,22,72,72,CM,€0,€0,308,348,331,188,44,298,77
2102,188935,O. Assaidi,SC Heerenveen,21,72,72,RW,€0,€0,303,378,307,80,41,298,76
2103,142344,E. Barda,KRC Genk,28,72,73,CAM,€0,€0,346,352,345,96,46,357,76
2104,148233,Marcos,SC Braga,34,72,72,GK,€0,€0,83,191,203,35,358,123,74
2105,45577,P. Chimbonda,Queens Park Rangers,31,72,73,CB,€0,€0,306,363,346,221,56,304,78
2106,49161,O. Deschacht,RSC Anderlecht,29,72,72,CB,€0,€0,251,352,338,221,43,245,73
2107,162314,P. Whittingham,Cardiff City,25,72,72,LW,€0,€0,366,364,335,113,45,359,80
2108,113419,Rubén Suárez,Levante UD,31,72,72,CAM,€0,€0,340,348,321,111,60,383,77
2109,19724,L. Lawrence,Portsmouth,28,72,72,RM,€0,€0,323,335,354,141,54,379,76
2110,163340,D. Graham,Watford,24,72,72,ST,€0,€0,301,362,388,94,48,262,73
2111,24589,G. Sorondo,Internacional,30,72,72,CB,€0,€0,257,336,335,218,53,254,77
2112,200206,Alan Patrick,Santos,19,72,75,RW,€0,€0,316,377,309,76,41,363,79
2113,143119,M. Pavone,River Plate,28,72,72,ST,€0,€0,352,341,371,70,56,304,75
2114,186895,K. Dikgacoi,Crystal Palace,25,72,72,CDM,€0,€0,301,333,346,213,43,300,78
2115,150288,E. Mantzios,Panathinaikos FC,27,72,72,ST,€0,€0,334,363,362,55,58,332,74
2116,185360,A. Amelchenko,Lokomotiv Moscow,25,72,72,GK,€0,€0,68,250,206,38,361,74,77
2117,189712,K. Strootman,FC Utrecht,20,72,72,CAM,€0,€0,292,340,353,176,48,373,81
2118,126224,H. Yerlikaya,Sivasspor,28,72,74,CB,€0,€0,287,358,353,218,54,294,82
2119,41233,S. Ameobi,Newcastle United,28,72,72,ST,€0,€0,319,343,343,102,53,281,78
2120,158994,M. Padalino,Sampdoria,26,72,73,RM,€0,€0,315,378,342,175,51,338,78
2121,45842,J. Olsson,West Bromwich Albion,27,72,72,CB,€0,€0,310,304,329,217,57,301,73
2122,158483,J. Leoni,FC Zürich,26,72,72,GK,€0,€0,73,246,222,40,351,77,79
2123,50451,J. Macho,Austria,32,72,72,GK,€0,€0,81,312,239,33,356,102,75
2124,158485,João Carlos,FC Anzhi Makhachkala,28,72,72,CDM,€0,€0,292,346,347,215,46,326,77
2125,170773,Sisi,Real Valladolid CF,24,72,73,RW,€0,€0,318,363,305,80,56,352,77
2126,181269,Márcio Azevedo,Botafogo,24,72,75,LW,€0,€0,330,403,357,202,55,353,81
2127,6422,Gérémi,Cameroon,31,72,72,RM,€0,€0,316,353,389,211,59,354,79
2128,192790,Matilla,Villarreal CF,22,72,74,RM,€0,€0,310,361,325,151,54,371,79
2129,157463,D. de Ridder,Wigan Athletic,26,72,72,RM,€0,€0,332,344,323,105,46,336,76
2130,168983,G. Cerdan,Le Mans FC,27,72,72,CB,€0,€0,247,330,317,221,53,227,76
2131,172823,N. Maynard,Bristol City,23,72,72,ST,€0,€0,335,373,363,63,53,333,84
2132,185367,S. Ibričić,Lokomotiv Moscow,24,72,73,RW,€0,€0,338,373,361,82,58,368,78
2133,140057,D. Cha,Celtic,29,72,73,RM,€0,€0,273,377,340,205,53,345,74
2134,164633,T. Hoogland,FC Schalke 04,25,72,73,CB,€0,€0,341,348,378,213,55,314,76
2135,164890,Targino,Vitória Guimarães,24,72,72,RW,€0,€0,317,394,345,98,40,331,76
2136,181274,D. Švento,FC Red Bull Salzburg,24,72,72,LW,€0,€0,313,363,314,146,52,348,79
2137,110363,Carlos García,UD Almería,26,72,72,CB,€0,€0,216,285,291,218,43,243,78
2138,192539,V. Koutsianikoulis,PAOK,21,72,72,LW,€0,€0,291,373,275,39,56,341,78
2139,155420,Edno,Corinthians,27,72,73,LW,€0,€0,342,364,371,154,56,354,79
2140,104476,C. Grindheim,SC Heerenveen,26,72,72,CM,€0,€0,328,364,379,174,45,339,76
2141,175388,Ayoze,Real Sporting de Gijón,24,72,72,LM,€0,€0,294,380,325,93,44,309,79
2142,183580,N. Petersen,FC Energie Cottbus,21,72,72,ST,€0,€0,346,378,354,76,48,284,82
2143,159005,C. Santin,FC København,29,72,73,RW,€0,€0,332,374,324,89,49,367,78
2144,189725,T. Cleverley,Wigan Athletic,20,72,75,RM,€0,€0,331,373,352,146,55,348,82
2145,198944,Misael,Vasco da Gama,22,72,75,RW,€0,€0,322,410,305,99,58,333,78
2146,113184,D. Mandelli,Chievo Verona,33,72,72,CB,€0,€0,267,338,322,213,45,254,74
2147,159265,C. Puggioni,Urbs Reggina 1914 ,29,72,72,GK,€0,€0,83,284,246,46,351,95,74
2148,113441,A. Streit,FC Schalke 04,30,72,72,RM,€0,€0,318,348,298,50,50,371,77
2149,176674,Ricardo Berna,Fluminense,31,72,72,GK,€0,€0,94,189,192,35,370,77,75
2150,171555,J. Mucha,Everton,27,72,72,GK,€0,€0,68,256,177,36,355,86,77
2151,172835,M. Andreolli,Chievo Verona,24,72,72,CB,€0,€0,225,343,307,220,47,188,78
2152,50723,S. Taylor,Manchester City,29,72,72,GK,€0,€0,77,287,243,31,360,98,75
2153,139044,F. Cangele,Kayserispor,25,72,75,RM,€0,€0,321,361,322,41,55,365,81
2154,11044,T. Dellas,AEK Athens,34,72,72,CB,€0,€0,264,318,331,211,66,256,80
2155,186148,R. Zieler,Hannover 96,21,72,72,GK,€0,€0,60,271,209,49,357,64,80
2156,199205,Raphael Martinho,Catania,22,72,74,RW,€0,€0,318,386,352,137,47,341,78
2157,186405,F. di Santo,Wigan Athletic,21,72,72,ST,€0,€0,331,353,370,61,41,303,88
2158,167974,R. Mater,Valenciennes FC,29,72,73,CB,€0,€0,285,347,335,225,67,300,76
2159,45606,M. Silberbauer,FC Utrecht,28,72,73,CM,€0,€0,333,365,380,184,41,352,77
2160,150568,J. Brison,AS Nancy Lorraine,27,72,72,LW,€0,€0,328,376,338,190,58,329,78
2161,110377,Corominas,CA Osasuna,27,72,74,RM,€0,€0,347,396,329,95,57,351,83
2162,187945,Renan Oliveira,Atlético Mineiro,21,72,74,RW,€0,€0,330,375,340,78,47,360,83
2163,192297,G. Arlauskis,Rubin Kazan,22,72,72,GK,€0,€0,72,172,160,37,366,73,78
2164,147498,R. Sharonov,Rubin Kazan,33,72,72,CB,€0,€0,288,317,287,221,61,280,75
2165,108075,Eduardo,Racing Club de Lens,29,72,72,ST,€0,€0,361,356,333,92,54,347,77
2166,53804,M. King,Coventry City,30,72,72,ST,€0,€0,331,361,357,100,59,287,77
2167,192301,D. Sernas,Widzew Łódź,25,72,73,LW,€0,€0,354,346,349,88,52,332,74
2168,176942,M. Lustig,Rosenborg BK,23,72,72,RWB,€0,€0,332,360,368,211,45,289,77
2169,156975,C. Berra,Wolverhampton Wanderers,25,72,72,CB,€0,€0,197,307,254,224,45,202,78
2170,185135,Lora,Real Sporting de Gijón,23,72,73,RM,€0,€0,316,389,330,186,55,323,77
2171,163890,Cobeño,Rayo Vallecano,28,72,72,GK,€0,€0,71,249,207,43,368,79,73
2172,144435,J. Høiland,Rosenborg BK,32,72,72,CB,€0,€0,307,362,346,217,42,283,76
2173,152883,C. Marshall,Columbus Crew SC,25,72,72,CB,€0,€0,258,327,355,207,52,290,74
2174,126003,F. Güngör,Gaziantepspor,25,72,72,CB,€0,€0,261,360,280,228,48,259,81
2175,159028,M. Silvestre,Catania,25,72,72,CB,€0,€0,270,345,320,220,47,240,78
2176,106036,D. Eilhoff,DSC Arminia Bielefeld,27,72,72,GK,€0,€0,87,324,257,36,355,107,84
2177,190516,Y. El Ghanassy,KAA Gent,19,72,72,LW,€0,€0,295,361,294,72,55,346,74
2178,191541,A. Uchida,FC Schalke 04,22,72,73,RWB,€0,€0,320,355,304,217,65,332,76
2179,5942,B. Auer,Alemannia Aachen,29,72,72,ST,€0,€0,344,368,365,95,55,287,77
2180,171830,N. Spolli,Catania,27,72,72,CB,€0,€0,257,351,331,216,49,201,78
2181,175671,J. Ďurica,Lokomotiv Moscow,28,72,72,CB,€0,€0,230,347,300,223,48,243,76
2182,147000,Rodríguez,Hércules CF,25,72,72,CB,€0,€0,272,326,333,207,54,241,76
2183,107320,J. Audel,VfB Stuttgart,26,72,73,ST,€0,€0,352,376,343,82,45,346,79
2184,189241,Gum,Fluminense,24,72,72,CB,€0,€0,260,340,353,217,49,229,76
2185,173370,B. Feilhaber,United States,25,72,72,RM,€0,€0,319,368,350,159,59,352,75
2186,180283,S. Ki,Celtic,21,72,72,CAM,€0,€0,340,330,348,207,44,377,79
2187,144956,Francis,Racing Santander,28,72,72,RB,€0,€0,274,373,333,212,49,324,75
2188,153148,L. Garguła,Wisła Kraków,29,72,74,RM,€0,€0,330,368,353,135,44,371,77
2189,178236,Nei,Internacional,24,72,73,RW,€0,€0,299,381,385,205,54,324,77
2190,147518,S. Pareiko,Wisła Kraków,33,72,72,GK,€0,€0,82,250,243,24,363,98,74
2191,152894,C. Goodson,Brøndby IF,27,72,72,CB,€0,€0,267,333,341,209,48,233,78
2192,172862,N. Moisander,AZ Alkmaar,24,72,73,CDM,€0,€0,277,372,316,218,51,314,78
2193,191294,João Victor,RCD Mallorca,21,72,72,CDM,€0,€0,247,346,327,210,58,299,74
2194,159295,Vinícius Pacheco,Grêmio,24,72,74,LW,€0,€0,318,392,365,126,47,328,78
2195,165440,Angelo,Parma,29,72,72,RW,€0,€0,289,382,332,215,57,316,74
2196,106560,G. Pujol,Valenciennes FC,30,72,74,CAM,€0,€0,364,330,375,142,53,342,74
2197,186689,M. Šuler,KAA Gent,27,72,72,CB,€0,€0,223,339,301,228,36,222,73
2198,183108,N. Amrabat,Kayserispor,23,72,72,RW,€0,€0,304,384,315,103,46,325,79
2199,184133,André Castro,Real Sporting de Gijón,22,72,73,RM,€0,€0,307,373,351,196,51,346,82
2200,28230,R. Castelen,Hamburger SV,27,72,72,RW,€0,€0,303,372,282,55,54,325,79
2201,165190,J. Ledley,Celtic,23,72,74,LM,€0,€0,319,373,366,210,52,343,80
2202,51014,M. Thurk,FC Augsburg,34,72,72,ST,€0,€0,337,362,346,117,55,324,74
2203,192838,E. Schelotto,Catania,21,72,73,RW,€0,€0,333,386,368,206,42,331,80
2204,49479,H. Bamogo,OGC Nice,28,72,72,ST,€0,€0,347,374,350,92,49,289,76
2205,190535,Míchel,Deportivo de La Coruña,21,72,74,RM,€0,€0,337,366,338,136,45,347,81
2206,144968,M. Dorsin,Rosenborg BK,28,72,74,LM,€0,€0,297,372,382,199,59,300,75
2207,184136,Orlando Sá,CD Nacional,22,72,72,ST,€0,€0,306,390,369,79,48,265,82
2208,170569,David Rodríguez,RC Celta,24,72,72,ST,€0,€0,317,368,353,37,47,297,75
2209,176969,Diguinho,Fluminense,27,72,73,RWB,€0,€0,287,386,350,222,58,286,77
2210,202058,S. Andelković,Palermo,24,72,72,CB,€0,€0,247,341,344,220,49,229,80
2211,154442,Koikili,Athletic Club de Bilbao,29,72,72,LB,€0,€0,295,352,367,221,53,302,74
2212,46154,Léo,Santos,34,72,74,LM,€0,€0,312,361,351,220,49,367,82
2213,53066,A. Ibertsberger,TSG 1899 Hoffenheim,27,72,73,CB,€0,€0,242,344,289,224,43,283,76
2214,178251,R. Danzé,Stade Rennais FC,23,72,72,RB,€0,€0,325,372,344,221,42,312,77
2215,49483,E. Djemba-Djemba,Odense Boldklub,29,72,76,CB,€0,€0,310,367,368,236,36,319,80
2216,182860,A. González,Lazio,25,72,74,RM,€0,€0,321,369,364,209,49,341,80
2217,193869,Gil,Cruzeiro,23,72,72,CB,€0,€0,233,327,331,212,46,240,78
2218,137551,G. Samaras,Celtic,25,72,72,ST,€0,€0,347,357,362,40,50,298,78
2219,191055,Dídac,Milan,21,72,72,LB,€0,€0,235,355,292,216,44,250,75
2220,152912,J. Sand,Deportivo de La Coruña,29,72,72,ST,€0,€0,339,315,379,79,60,302,75
2221,178000,Tiago Gomes,Hércules CF,24,72,72,CAM,€0,€0,346,350,352,170,35,333,74
2222,192592,D. Gabrić,MKE Ankaragücü,23,72,72,LW,€0,€0,329,373,302,142,52,314,78
2223,192337,Baba,Clube Sport Marítimo,22,72,72,ST,€0,€0,329,379,363,101,49,328,76
2224,152914,D. Montenegro,Club América,31,72,74,RM,€0,€0,330,361,372,94,52,366,75
2225,162386,A. Ooijer,Ajax,35,72,72,CB,€0,€0,270,323,306,215,50,242,78
2226,5203,M. Oddo,Milan,34,72,74,RM,€0,€0,343,350,333,215,52,384,85
2227,139860,J. Morel,FC Lorient,26,72,73,LW,€0,€0,355,363,361,205,48,338,79
2228,5461,C. Hoefkens,Club Brugge KV,31,72,72,CB,€0,€0,271,314,334,216,45,243,74
2229,191061,L. Nouioui,Deportivo de La Coruña,24,72,72,ST,€0,€0,330,359,334,71,52,327,82
2230,140630,J. Lindpere,New York Red Bulls,28,72,73,CAM,€0,€0,343,348,357,168,54,356,76
2231,157270,Toché,FC Cartagena,27,72,72,ST,€0,€0,351,341,358,80,51,292,73
2232,192598,Elkeson,Vitória,20,72,74,CAM,€0,€0,337,389,360,142,42,355,83
2233,147800,R. Šírl,Mladá Boleslav,29,72,75,CDM,€0,€0,307,380,326,221,61,347,75
2234,5721,A. Bruggink,FC Twente,32,72,72,CAM,€0,€0,338,325,351,58,41,356,75
2235,53593,G. O'Neil,West Ham United,27,72,73,RW,€0,€0,324,368,377,167,52,321,76
2236,137818,Elson,VfB Stuttgart,28,72,73,LW,€0,€0,315,354,346,61,54,377,77
2237,31834,F. Johnsen,Odds BK,36,72,72,ST,€0,€0,342,372,380,153,52,281,75
2238,170074,M. Davies,Bolton Wanderers,22,72,74,RM,€0,€0,317,351,328,183,45,365,78
2239,182874,L. Bolaños,Ecuador,25,72,74,RW,€0,€0,329,390,341,93,44,343,77
2240,188506,R. Meggiorini,Bologna,24,72,72,ST,€0,€0,352,375,358,124,40,272,79
2241,189530,Sílvio,SC Braga,22,72,72,LB,€0,€0,301,362,349,225,49,307,75
2242,52827,Barkero,CD Numancia,31,72,72,LM,€0,€0,318,311,342,130,58,393,75
2243,157277,Fabiano,Avaí FC,32,72,73,ST,€0,€0,358,364,369,158,47,352,78
2244,167005,V. Fayzulin,Zenit St. Petersburg,24,72,72,RM,€0,€0,271,360,302,60,54,337,78
2245,607,C. Carlisle,Burnley,30,72,72,CB,€0,€0,225,332,297,217,51,226,77
2246,146527,Esteban,UD Almería,35,72,72,GK,€0,€0,76,243,216,33,365,84,80
2247,27487,R. Wielaert,Roda JC Kerkrade,31,72,72,CB,€0,€0,282,341,312,220,48,273,73
2248,186719,L. Kitambala,FC Lorient,21,72,72,ST,€0,€0,339,377,338,63,56,310,81
2249,153185,H. Pellerano,UD Almería,26,72,72,CB,€0,€0,268,315,284,228,51,234,79
2250,44897,J. Dudek,Real Madrid,37,72,72,GK,€0,€0,73,253,220,36,353,87,82
2251,47201,S. Proto,RSC Anderlecht,27,72,72,GK,€0,€0,113,341,252,46,352,136,73
2252,168290,S. Le Toux,Philadelphia Union,26,72,72,CF,€0,€0,341,364,349,110,63,351,75
2253,176482,J. Quercia,AJ Auxerre,23,72,72,ST,€0,€0,338,358,323,70,49,319,76
2254,190562,S. Zakuani,Seattle Sounders FC,22,72,73,RW,€0,€0,325,401,333,110,67,313,77
2255,171875,C. Erkin,Fenerbahçe SK,21,72,72,LW,€0,€0,321,388,354,154,48,325,84
2256,181347,André Dias,Cruzeiro,29,72,72,ST,€0,€0,313,376,345,78,62,237,73
2257,24932,P. Nilsson,1. FC Nürnberg,27,72,72,CB,€0,€0,241,305,349,214,53,193,75
2258,164197,Harlei,Goiás,38,72,72,GK,€0,€0,88,260,243,44,365,98,77
2259,40805,C. Bocanegra,AS Saint-Étienne,31,72,75,CB,€0,€0,295,348,319,227,51,284,76
2260,181349,A. Gerndt,Helsingborgs IF,23,72,72,ST,€0,€0,333,382,340,98,50,316,75
2261,188005,Camacho,Málaga CF,20,72,72,CDM,€0,€0,255,381,325,204,55,321,83
2262,178022,C. Gönen,Beşiktaş JK,22,72,72,GK,€0,€0,86,325,220,38,359,84,78
2263,135527,Cláudio Pitbull,Vitória de Setúbal,28,72,73,CF,€0,€0,343,365,373,95,43,360,74
2264,164967,S. Tchoyi,West Bromwich Albion,27,72,72,RW,€0,€0,347,382,359,119,55,310,75
2265,2152,Leonardo,NAC Breda,27,72,72,LW,€0,€0,302,384,304,54,56,338,74
2266,156008,Antonio Tomás,Deportivo de La Coruña,25,72,72,CDM,€0,€0,310,384,358,231,38,322,81
2267,117096,L. Batlles,AS Saint-Étienne,34,72,72,CAM,€0,€0,338,356,356,116,49,359,79
2268,197225,N. Lodeiro,Ajax,21,72,74,LM,€0,€0,321,358,322,71,56,383,84
2269,140393,W. Ponce,Cruz Azul,27,72,72,CB,€0,€0,227,332,368,220,42,300,75
2270,101225,Neca,Vitória de Setúbal,30,72,73,RM,€0,€0,334,366,338,126,52,385,78
2271,170345,Wilson Mathias,Internacional,26,72,73,CDM,€0,€0,304,358,356,212,41,317,77
2272,171881,C. Sammon,Wigan Athletic,23,72,72,ST,€0,€0,289,385,363,38,52,279,75
2273,137578,Goitia,Real Betis,28,72,72,GK,€0,€0,59,249,221,34,354,74,78
2274,8298,Casquero,Getafe CF,34,72,73,CAM,€0,€0,327,341,352,184,45,332,79
2275,139882,F. Baloy,Santos Laguna,29,72,72,CB,€0,€0,234,335,369,210,51,280,75
2276,187498,J. Jantscher,FC Red Bull Salzburg,21,72,72,RM,€0,€0,325,358,335,86,42,358,78
2277,150891,A. Eremenko,Kilmarnock,27,72,72,RM,€0,€0,346,343,347,66,52,360,79
2278,35179,C. Spycher,BSC Young Boys,32,72,72,CB,€0,€0,306,331,338,218,43,276,79
2279,183916,J. Pied,Olympique Lyonnais,21,72,73,RW,€0,€0,342,339,337,73,46,333,82
2280,178029,O. Hurmacı,Fenerbahçe SK,23,72,75,RM,€0,€0,310,368,339,66,56,345,81
2281,52846,P. Degen,VfB Stuttgart,27,72,72,RWB,€0,€0,296,366,305,222,49,318,78
2282,146288,Vitolo,PAOK,26,72,74,RWB,€0,€0,330,364,338,237,50,355,80
2283,182896,R. Rosales,FC Twente,21,72,74,RM,€0,€0,324,376,337,201,53,348,80
2284,189040,Rodnei,1. FC Kaiserslautern,24,72,72,CB,€0,€0,286,335,350,209,56,283,77
2285,18289,M. Hoseth,Molde FK,29,72,75,LM,€0,€0,307,359,334,147,57,381,76
2286,169586,F. Campbell,Sunderland,22,72,72,ST,€0,€0,339,382,320,102,55,284,80
2287,192370,M. Formica,Blackburn Rovers,22,72,72,RW,€0,€0,326,367,324,106,59,341,80
2288,178036,A. Traoré,AJ Auxerre,21,72,73,LW,€0,€0,343,373,348,171,57,334,80
2289,177525,N. Dirar,Club Brugge KV,24,72,72,LW,€0,€0,301,369,347,87,45,346,74
2290,5750,B. Zenden,Sunderland,33,72,73,CAM,€0,€0,344,351,346,151,54,369,75
2291,193142,Diego Renan,Cruzeiro,20,72,74,RW,€0,€0,319,386,342,207,54,329,80
2292,200055,P. Pintos,Getafe CF,22,72,72,RW,€0,€0,318,395,374,215,60,338,85
2293,135287,Fernando Henrique,Ceará Sporting Club,26,72,72,GK,€0,€0,116,250,249,34,360,89,77
2294,156535,T. Buffel,KRC Genk,29,72,72,CAM,€0,€0,331,336,326,129,54,353,75
2295,164471,Xisco,Deportivo de La Coruña,24,72,72,ST,€0,€0,337,342,369,57,47,316,75
2296,114040,Nano,Levante UD,30,72,72,CB,€0,€0,260,317,314,218,41,245,74
2297,157305,R. Lindgren,Ajax,25,72,72,CDM,€0,€0,329,347,376,209,44,361,75
2298,164217,Leandro,Vasco da Gama,29,72,73,RW,€0,€0,341,361,328,94,69,334,76
2299,159354,E. Hoffer,1. FC Kaiserslautern,23,72,72,ST,€0,€0,328,392,348,46,54,282,80
2300,173178,Manolo Reina,Levante UD,25,72,72,GK,€0,€0,96,254,260,48,353,110,75
2301,184442,Luis Morán,Real Sporting de Gijón,22,72,72,RM,€0,€0,324,377,309,109,65,325,75
2302,136061,Márcio,Atlético Clube Goianiense,29,72,72,GK,€0,€0,99,266,262,31,360,224,75
2303,201342,F. Sørensen,Juventus,18,72,75,CB,€0,€0,245,359,329,225,56,199,85
2304,137342,S. Mastronunzio,Siena,30,72,72,ST,€0,€0,329,371,348,78,51,283,78
2305,146558,César Arzo,KAA Gent,24,72,72,CB,€0,€0,258,332,289,219,34,302,80
2306,156542,J. Legear,RSC Anderlecht,23,72,72,RW,€0,€0,325,367,346,124,59,335,76
2307,177022,Y. Chikhaoui,FC Zürich,23,72,72,CF,€0,€0,344,345,297,58,32,336,83
2308,113278,F. Modesto,Parma,28,72,72,LM,€0,€0,306,378,355,220,50,325,78
2309,143743,F. Mondragón,Philadelphia Union,39,72,72,GK,€0,€0,72,265,238,37,355,73,81
